102790,102790
109460,109460
109470,109470
109380,109380
109370,109370
109410,109410
109420,109420
106710,106710
109510,109510
109390,109390
109450,109450
109500,109500
7001020,102180
109700,109700
700464,109780
700377,108770
700376,108300
700513,109510
700375,108290
702165,106770
700328,700328
7001161,106760
700565,109790
700733,109710
701187,106040
700283,102780
700493,109920
700467,700467
700691,101036
700281,109160
702221,106480
701200,106230
702271,106560
700022,102550
700514,102170
700517,109620
700332,105540
702237,105470
701185,106060
701230,105610
701229,105630
702228,105650
701209,106140
701226,109570
702266,105730
700330,109230
701257,105770
701256,109040
700217,106330
700480,102530
700481,102540
108280,108280
108310,108310
700374,109260
108440,108440
700461,109760
702155,106900
700466,109660
700512,109580
700566,109670
700068,109630
701206,106190
700529,109750
7021163,106750
7021164,106740
201530,201530
202023,202023
7031782,204139
703625,204216
200791,200791
202495,202495
202496,202496
202438,202438
202244,202244
300375,300375
703060,703060
300093,300093
300091,300091
300163,300163
703061,300753
703068,300754
300166,300166
300694,300694
300711,300711
300799,300799
300708,300708
300095,300095
300234,300234
300096,300096
300097,300097
300098,300098
300094,300094
703070,300367
300659,300659
300255,300255
300426,300426
300376,300376
300232,300232
300290,300290
300282,300282
300257,300257
300099,300099
300100,300100
300101,300101
300090,300090
300089,300089
300092,300092
300088,300088
300087,300087
300718,300718
300692,300692
300717,300717
300196,300196
300695,300695
300533,300533
300686,300686
300660,300660
300693,300693
301328,301328
106650,106650
106960,106960
204032,204032
204023,204023
201494,201494
200395,200395
203280,203280
202148,202148
201535,201535
300102,300102
703645,703645
204026,204026
300700,300700
300392,300392
204028,204028
700583,107060
702151,109140
204019,204019
500001,500001
702138,106600
700133,107510
7033269,203269
203390,203390
204224,204224
7031574,201574
203344,203344
7031713,201713
703633,200633
500061,500061
703632,200632
204089,204089
703631,200631
703628,200628
7033257,203257
200435,200435
201661,201661
201630,201630
201676,201676
201573,201573
200976,200976
200901,200901
202007,202007
202351,202351
202884,202884
201871,201871
201929,201929
202254,202254
202021,202021
202016,202016
200001,200001
200002,200002
200003,200003
200004,200004
200005,200005
200006,200006
200007,200007
200008,200008
200009,200009
200010,200010
200011,200011
200012,200012
200013,200013
200014,200014
200015,200015
200016,200016
200024,200024
200025,200025
200026,200026
200027,200027
200028,200028
200029,200029
200030,200030
200031,200031
200032,200032
200033,200033
200034,200034
200035,200035
200036,200036
200037,200037
200038,200038
200039,200039
200040,200040
200041,200041
200042,200042
200043,200043
200044,200044
200045,200045
200046,200046
200047,200047
200048,200048
200049,200049
200050,200050
200051,200051
200052,200052
200053,200053
200054,200054
200055,200055
200056,200056
200057,200057
200058,200058
200059,200059
200060,200060
200061,200061
200062,200062
200063,200063
200064,200064
700344,102490
201490,201490
300281,300281
301325,301325
201647,201647
300702,300702
300612,300612
203300,203300
202623,202623
201059,201059
700399,108180
