1010003900,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2170001100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2170001100,88,4,L-52000,51950,50,,0,0
2080001300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2080001500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2080002500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2110000800,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2110000800,88,4,L-65000,64950,50,,0,0
2180000300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050001000,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050001100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050000600,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050000600,88,4,L-3250,3200,50,L3250,3200,50
1050001200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050001300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050001400,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050001500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050000100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050000400,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050000900,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1050001600,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010001500,88,4,L-65000,64950,50,,0,0
1010000200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010002301,88,4,L-78000,77600,400,,0,0
21004953,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
21033500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
21033500,88,4,L-1040000,1039400,600,,0,0
2080350000,88,4,L-500,450,50,,0,0
2070001700,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001700,88,4,L-65000,64950,50,,0,0
1010006300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2080001200,88,4,L-130000,129950,50,L-130000,129950,50
2080001200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010005300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
21034210,88,4,L-65000,64950,50,,0,0
2110000700,88,4,L-65000,64950,50,,0,0
2080005200,88,4,L-65000,64950,50,,0,0
11008090,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000800,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000800,88,4,L-65000,64950,50,L-65000,64950,50
2070000100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000100,88,4,L-65000,64950,50,,0,0
1050000100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000200,88,4,L-65000,64950,50,,0,0
11008090,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000300,88,4,L-65000,64950,50,,0,0
2070000400,3,3,REF-68.45,53.57,50,REF-68.45,53.57,14.88
2070000400,88,4,L-65000,64950,50,,0,0
2070000600,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000600,88,4,L-66300,66250,50,,0,0
2070000700,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000700,88,4,L-65000,64950,50,,0,0
2070000800,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000800,88,4,L-66300,66250,50,,0,0
2070000900,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070000900,88,4,L-66300,66250,50,,0,0
2070001000,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001000,88,4,L-65000,64950,50,L-65000,64950,50
2070001100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001100,88,4,L-65000,64950,50,,0,0
2070001200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001200,88,4,L-65000,64950,50,,0,0
2070001300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001300,88,4,L-66300,66250,50,,0,0
2070001400,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001400,88,4,L-65000,64950,50,,0,0
2070001500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001500,88,4,L-65000,64950,50,,0,0
2070001600,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001600,88,4,L-65000,64950,50,,0,0
2070001700,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2070001700,88,4,L-65000,64950,50,,0,0
1010000500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000700,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000700,88,4,L-65000,64950,50,L-65000,64950,50
1010000100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2120000100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2120000100,88,4,L-208000,207900,100,,0,0
2110000200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2110000200,88,4,L-3250,3200,50,L-3250 ,3200,50
1010000500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010001700,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010001700,88,4,L-65000,64950,50,L-65000,64950,50
11002222,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2080001600,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000800,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010000800,88,4,L-65000,64950,50,L-65000,64950,50
21010000700,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
21010000700,88,4,L-65000,64950,50,,0,0
1010001200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010001200,88,4,L-65000,64950,50,,0,0
1010001900,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010001900,88,4,L-65000,64950,50,,0,0
11002890,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
11002890,88,4,L-68000,67950,50,,0,0
2110000400,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2110000400,88,4,L-65000,64950,50,,0,0
2110000200,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2110000200,88,4,L-3250,3200,50,L-3250 ,3200,50
2080001300,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2080001500,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010001400,88,4,L-520000.00,519950,50,,0,0
1010001400,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
1010003800,3,3,REF-68.45,53.57,14.88,,0,0
2080004100,3,3,REF-68.45,53.57,14.88,REF-68.45,53.57,14.88
2080004100,88,4,L 65000.00,64950,50,,0,0
